step,vehicle,speed,x,y,wait_time,edge
23,veh2,13.891042676387263,441.1434604429161,118.85794725722141,0.0,CtoJ
23,veh3,13.221988961915486,382.86618883941946,314.87381116058054,0.0,DtoJ
24,veh0,14.511042928994511,215.12689284055733,255.3407657370452,0.0,AtoJ
24,veh1,12.857861360126432,434.20610977018384,198.4,0.0,BtoJ
24,veh2,13.846065294096155,449.45109961937374,129.9347994924983,0.0,CtoJ
24,veh3,13.8718809831189,392.6753207680647,305.0646792319353,0.0,DtoJ
25,veh0,14.320600053966855,229.16899730446306,252.53222389069614,0.0,AtoJ
25,veh1,12.900441466305661,447.1065512364895,198.4,0.0,BtoJ
25,veh2,13.83330180587331,457.75108070289775,141.00144093719697,0.0,CtoJ
25,veh3,14.608589692274109,403.00539667899176,294.73460332100825,0.0,DtoJ
26,veh0,14.472452376942028,243.36000098867166,249.69390091772294,0.0,AtoJ
26,veh1,9.307491129296317,456.4140423657858,198.4,0.0,BtoJ
26,veh2,13.801442616368552,466.03194627271887,152.0425950302918,0.0,CtoJ
26,veh3,14.816249774646414,413.4823138976536,284.2576861023463,0.0,DtoJ
27,veh0,14.240592311924201,257.32365363718907,246.9010501102069,0.0,AtoJ
27,veh1,4.960133952528183,461.37417631831397,198.4,0.0,BtoJ
27,veh2,13.888274406181557,474.3649109164278,163.15321455523704,0.0,CtoJ
27,veh3,14.602672242553373,423.8082054412939,273.9317945587061,0.0,DtoJ
28,veh0,14.333046566667845,271.3779625639595,244.09006726616013,0.0,AtoJ
28,veh1,0.8533413662546585,462.2275176845686,198.4,0.0,BtoJ
28,veh2,13.827599102031348,482.66147037764665,174.21529383686212,0.0,CtoJ
28,veh3,14.727507732103978,434.2223710832968,263.51762891670313,0.0,DtoJ
29,veh0,14.328125384492678,285.4274460117745,241.28004955946938,0.0,AtoJ
29,veh1,0.2432762577828191,462.47079394235146,198.4,0.0,BtoJ
29,veh2,12.600325361400413,490.22166559448686,184.29555412598248,0.0,CtoJ
29,veh3,15.017360584571426,444.8414984657593,252.8985015342407,0.0,DtoJ
30,veh0,14.30030814893159,299.4496531914043,238.47548734136348,0.0,AtoJ
30,veh1,0.1418979819428199,462.61269192429427,198.4,0.0,BtoJ
30,veh2,8.49397765400916,495.0935464645626,191.1804995952384,0.0,:J_1
30,veh3,14.805359030485553,455.3107145841591,242.4292854158409,0.0,DtoJ
31,veh0,14.719539291314659,313.88293864105634,235.5887059283748,0.0,AtoJ
31,veh1,0.05660771075966557,462.66929963505396,198.4,1.0,BtoJ
31,veh2,3.9939776540091607,495.5550354792065,195.14930512117604,0.0,:J_1
31,veh3,14.773848819540282,465.7576490944166,231.98235090558336,0.0,DtoJ
32,veh0,14.663697338868742,328.2614681079451,232.71287618358684,0.0,AtoJ
32,veh1,0.007398964429399723,462.67669859948336,198.4,2.0,BtoJ
32,veh2,0.20156279538460062,495.57832529800095,195.3495975628082,0.0,:J_1
32,veh3,14.698163266520416,476.1510645775453,221.58893542245468,0.0,DtoJ
33,veh0,14.291860882631381,342.2753922969617,229.90997063495024,0.0,AtoJ
33,veh1,0.0016378966988534114,462.6783364961822,198.4,3.0,BtoJ
33,veh2,0.0,495.57832529800095,195.3495975628082,1.0,:J_1
33,veh3,14.175293627849603,486.17474669333563,211.56525330666435,0.0,DtoJ
34,veh0,14.640200235038874,356.6308816129257,227.03874911880672,0.0,AtoJ
34,veh1,0.0005174717245099708,462.6788539679068,198.4,4.0,BtoJ
34,veh2,0.0,495.57832529800095,195.3495975628082,2.0,:J_1
34,veh3,9.700901901421892,487.51784378449076,204.37419079818363,0.0,:J_13
35,veh0,14.32800349380902,370.6802455404897,224.22875531719566,0.0,AtoJ
35,veh1,0.0,462.6788539679068,198.4,5.0,BtoJ
35,veh2,0.0,495.57832529800095,195.3495975628082,3.0,:J_1
35,veh3,9.889131549818265,477.9927852312995,202.16490309959235,0.0,:J_13
36,veh0,14.583884129739245,384.9805139417826,221.36857845963917,0.0,AtoJ
36,veh1,0.0,462.6788539679068,198.4,6.0,BtoJ
36,veh2,0.9310703123919666,495.6877946747163,196.27426940118036,0.0,:J_16
36,veh3,9.52072934429423,468.48415168662973,201.76445384506306,0.0,:J_13
37,veh0,14.417220671517653,399.1173600226529,218.54108747382747,0.0,AtoJ
37,veh1,0.0,462.6788539679068,198.4,7.0,BtoJ
37,veh2,1.7463795988587663,494.63630813597086,197.4849405100838,0.0,:J_16
37,veh3,9.895261999175707,458.5912952083413,201.6,0.0,JtoB
38,veh0,14.671468365793926,413.5035093917431,215.6637336829642,0.0,AtoJ
38,veh1,0.0,462.6788539679068,198.4,8.0,BtoJ
38,veh2,2.681687106960453,492.5234866779033,199.13653609608522,0.0,:J_16
38,veh3,10.695857607832002,447.8954376005093,201.6,0.0,JtoB
39,veh0,14.36647418161935,427.5905958599125,212.84619504830383,0.0,AtoJ
39,veh1,0.0001237296885489824,462.6789776975953,198.4,9.0,BtoJ
39,veh2,3.3840472808806226,489.8572965427448,201.22070077637767,0.0,:J_16
39,veh3,11.68748582511005,436.20795177539924,201.6,0.0,JtoB
40,veh0,14.380240163389471,441.69118060003547,210.02595664298357,0.0,AtoJ
40,veh1,0.0,462.6789776975953,198.4,10.0,BtoJ
40,veh2,4.195658261072822,485.979534310962,202.76915339151913,0.0,:J_16
40,veh3,12.21169437114411,423.9962574042551,201.6,0.0,JtoB
41,veh0,11.29788662836191,452.7693549543899,207.81022634875808,0.0,AtoJ
41,veh1,0.0,462.6789776975953,198.4,11.0,BtoJ
41,veh2,5.146064705913886,481.138336550396,204.51444026534637,0.0,:J_16
41,veh3,13.056875636407929,410.9393817678472,201.6,0.0,JtoB
42,veh0,7.083221847594262,459.7148279618137,206.42107192150127,0.0,AtoJ
42,veh1,0.0,462.6789776975953,198.4,12.0,BtoJ
42,veh2,6.110539575223811,475.28172282658426,206.22144402083316,0.0,:J_16
42,veh3,13.929688491348932,397.0096932764983,201.6,0.0,JtoB
43,veh0,3.3279561384651166,462.97806466778394,205.76839647197605,0.0,AtoJ
43,veh1,0.0,462.6789776975953,198.4,13.0,BtoJ
43,veh2,6.774515453958884,468.68419531095526,207.76054746016231,0.0,:J_16
43,veh3,14.562680752205486,382.4470125242928,201.6,0.0,JtoB
44,veh0,0.09091465761388315,463.06721128976227,205.75056637970386,1.0,AtoJ
44,veh1,0.0,462.6789776975953,198.4,14.0,BtoJ
44,veh2,7.724803617922589,461.1368624122786,209.40264286299782,0.0,JtoA
44,veh3,14.820533781073456,367.62647874321937,201.6,0.0,JtoB
45,veh0,0.02027154317174905,463.087088608156,205.74659074480914,2.0,AtoJ
45,veh1,0.0,462.6789776975953,198.4,15.0,BtoJ
45,veh2,8.351537779089995,452.9475623231053,211.04053814989553,0.0,JtoA
45,veh3,14.618914560525146,353.0075641826942,201.6,0.0,JtoB
46,veh0,0.0011151802777562359,463.08818210129857,205.74637203676167,3.0,AtoJ
46,veh1,0.0,462.6789776975953,198.4,16.0,BtoJ
46,veh2,8.981884589302354,444.1401605949731,212.80205642657873,0.0,JtoA
46,veh3,14.636856265942034,338.37070791675217,201.6,0.0,JtoB
47,veh0,0.00021556270008348265,463.08839347190747,205.74632976081926,4.0,AtoJ
47,veh1,0.0,462.6789776975953,198.4,17.0,BtoJ
47,veh2,9.64708004228305,434.6804855578401,214.69403217422385,0.0,JtoA
47,veh3,14.904882534866621,323.46582538188557,201.6,0.0,JtoB
48,veh0,0.0,463.08839347190747,205.74632976081926,5.0,AtoJ
48,veh1,0.0,462.6789776975953,198.4,18.0,BtoJ
48,veh2,10.327841473859735,424.55327361914686,216.71951817707884,0.0,JtoA
48,veh3,14.613913203583499,308.8519121783021,201.6,0.0,JtoB
49,veh0,0.0,463.08839347190747,205.74632976081926,6.0,AtoJ
49,veh1,0.0,462.6789776975953,198.4,19.0,BtoJ
49,veh2,11.088626920362003,413.68005531735224,218.8942086653983,0.0,JtoA
49,veh3,14.826521881500659,294.0253902968014,201.6,0.0,JtoB
50,veh0,0.0,463.08839347190747,205.74632976081926,7.0,AtoJ
50,veh1,0.0,462.6789776975953,198.4,20.0,BtoJ
50,veh2,11.854980458621867,402.0553707269272,221.2191956478025,0.0,JtoA
50,veh3,14.745610783219737,279.2797795135816,201.6,0.0,JtoB
51,veh0,0.0,463.08839347190747,205.74632976081926,8.0,AtoJ
51,veh1,0.0,462.6789776975953,198.4,21.0,BtoJ
51,veh2,12.526651032851078,389.77206349251406,223.67590999551086,0.0,JtoA
51,veh3,14.726316627807384,264.55346288577425,201.6,0.0,JtoB
52,veh0,0.0,463.08839347190747,205.74632976081926,9.0,AtoJ
52,veh1,0.0,462.6789776975953,198.4,22.0,BtoJ
52,veh2,13.036596973077394,376.9887165714908,226.23263443407467,0.0,JtoA
53,veh0,0.0,463.08839347190747,205.74632976081926,10.0,AtoJ
53,veh1,0.0,462.6789776975953,198.4,23.0,BtoJ
53,veh2,13.935726205567738,363.3237069796421,228.96569520388215,0.0,JtoA
54,veh0,0.0,463.08839347190747,205.74632976081926,11.0,AtoJ
54,veh1,0.0,462.6789776975953,198.4,24.0,BtoJ
54,veh2,13.967839347762895,349.62720807825565,231.705053971213,0.0,JtoA
55,veh0,0.0,463.08839347190747,205.74632976081926,12.0,AtoJ
55,veh1,0.0,462.6789776975953,198.4,25.0,BtoJ
55,veh2,13.552953446615396,336.3375354688811,234.36304572805255,0.0,JtoA
56,veh0,0.0,463.08839347190747,205.74632976081926,13.0,AtoJ
56,veh1,0.0,462.6789776975953,198.4,26.0,BtoJ
56,veh2,13.807865156890733,322.79790308600036,237.0710305161013,0.0,JtoA
57,veh0,0.0,463.08839347190747,205.74632976081926,14.0,AtoJ
57,veh1,0.0,462.6789776975953,198.4,27.0,BtoJ
57,veh2,13.856715604528693,309.2103692284715,239.78859580537815,0.0,JtoA
58,veh0,0.0,463.08839347190747,205.74632976081926,15.0,AtoJ
58,veh1,0.0,462.6789776975953,198.4,28.0,BtoJ
58,veh2,13.726144244876599,295.750870240152,242.4805535694022,0.0,JtoA
59,veh0,0.0,463.08839347190747,205.74632976081926,16.0,AtoJ
59,veh1,0.0,462.6789776975953,198.4,29.0,BtoJ
59,veh2,13.595661204523315,282.41931951744124,245.14692112926647,0.0,JtoA
60,veh0,0.0,463.08839347190747,205.74632976081926,17.0,AtoJ
60,veh1,0.0,462.6789776975953,198.4,30.0,BtoJ
60,veh2,14.016483233408911,268.67512169070767,247.8958198870929,0.0,JtoA
61,veh0,0.0,463.08839347190747,205.74632976081926,18.0,AtoJ
61,veh1,0.0,462.6789776975953,198.4,31.0,BtoJ
61,veh2,13.612251401395445,255.32730305371356,250.56544109987527,0.0,JtoA
62,veh0,0.0,463.08839347190747,205.74632976081926,19.0,AtoJ
62,veh1,0.0,462.6789776975953,198.4,32.0,BtoJ
62,veh2,13.583256119029505,242.00791643424077,253.2293757867045,0.0,JtoA
63,veh0,0.0,463.08839347190747,205.74632976081926,20.0,AtoJ
63,veh1,0.0,462.6789776975953,198.4,33.0,BtoJ
63,veh2,13.731793250405138,228.54287817845912,255.9224414280771,0.0,JtoA
64,veh0,0.0,463.08839347190747,205.74632976081926,21.0,AtoJ
64,veh1,0.0,462.6789776975953,198.4,34.0,BtoJ
64,veh2,13.540565140411166,215.26535321898882,258.57800360261916,0.0,JtoA
65,veh0,0.0,463.08839347190747,205.74632976081926,22.0,AtoJ
65,veh1,0.0,462.6789776975953,198.4,35.0,BtoJ
65,veh2,13.67494083520109,201.85606295851233,261.2599194048394,0.0,JtoA
66,veh0,0.0,463.08839347190747,205.74632976081926,23.0,AtoJ
66,veh1,0.0,462.6789776975953,198.4,36.0,BtoJ
66,veh2,13.815283929794935,188.3091559204468,263.96935915525506,0.0,JtoA
67,veh0,0.0,463.08839347190747,205.74632976081926,24.0,AtoJ
67,veh1,0.0,462.6789776975953,198.4,37.0,BtoJ
67,veh2,13.707575408724045,174.86786504847453,266.65767521759227,0.0,JtoA
68,veh0,0.0,463.08839347190747,205.74632976081926,25.0,AtoJ
68,veh1,0.0,462.6789776975953,198.4,38.0,BtoJ
68,veh2,13.954078348219303,161.18485982427308,269.3943351913726,0.0,JtoA
69,veh0,0.0,463.08839347190747,205.74632976081926,26.0,AtoJ
69,veh1,0.0,462.6789776975953,198.4,39.0,BtoJ
69,veh2,13.547329671313895,147.90070174225815,272.05122401899064,0.0,JtoA
70,veh0,0.0,463.08839347190747,205.74632976081926,27.0,AtoJ
70,veh1,0.0,462.6789776975953,198.4,40.0,BtoJ
70,veh2,13.899286482581777,134.27142399220816,274.77713826655116,0.0,JtoA
71,veh0,0.0,463.08839347190747,205.74632976081926,28.0,AtoJ
71,veh1,0.0,462.6789776975953,198.4,41.0,BtoJ
71,veh2,13.54063490205994,120.99383062628493,277.4327141226785,0.0,JtoA
72,veh0,0.0,463.08839347190747,205.74632976081926,29.0,AtoJ
72,veh1,0.0,462.6789776975953,198.4,42.0,BtoJ
72,veh2,13.6636036229142,107.5956573404361,280.1124064820954,0.0,JtoA
73,veh0,0.0,463.08839347190747,205.74632976081926,30.0,AtoJ
73,veh1,0.0,462.6789776975953,198.4,43.0,BtoJ
73,veh2,13.607908677757626,94.25209706495764,282.7811760042351,0.0,JtoA
74,veh0,0.0,463.08839347190747,205.74632976081926,31.0,AtoJ
74,veh1,0.0,462.6789776975953,198.4,44.0,BtoJ
74,veh2,14.005222316697148,80.51894139940094,285.52786628227057,0.0,JtoA
75,veh0,0.0,463.08839347190747,205.74632976081926,32.0,AtoJ
75,veh1,0.0,462.6789776975953,198.4,45.0,BtoJ
75,veh2,13.811807430564334,66.97544332579349,288.23662422511313,0.0,JtoA
76,veh0,0.0,463.08839347190747,205.74632976081926,33.0,AtoJ
76,veh1,0.0,462.6789776975953,198.4,46.0,BtoJ
76,veh2,13.835396077233275,53.40881484059241,290.95000834989077,0.0,JtoA
77,veh0,0.0,463.08839347190747,205.74632976081926,34.0,AtoJ
77,veh1,0.0,462.6789776975953,198.4,47.0,BtoJ
77,veh2,13.65200867199423,40.02201126115159,293.62742671905994,0.0,JtoA
78,veh0,0.0,463.08839347190747,205.74632976081926,35.0,AtoJ
78,veh1,0.0,462.6789776975953,198.4,48.0,BtoJ
78,veh2,14.026707504741756,26.26778778065784,296.3783306508161,0.0,JtoA
79,veh0,0.0,463.08839347190747,205.74632976081926,36.0,AtoJ
79,veh1,0.0,462.6789776975953,198.4,49.0,BtoJ
79,veh2,13.730031908588392,12.804476650715571,299.07105085958256,0.0,JtoA
80,veh0,0.0,463.08839347190747,205.74632976081926,37.0,AtoJ
80,veh1,0.0,462.6789776975953,198.4,50.0,BtoJ
81,veh0,0.0,463.08839347190747,205.74632976081926,38.0,AtoJ
81,veh1,0.0,462.6789776975953,198.4,51.0,BtoJ
82,veh0,0.0,463.08839347190747,205.74632976081926,39.0,AtoJ
82,veh1,0.0,462.6789776975953,198.4,52.0,BtoJ
83,veh0,0.0,463.08839347190747,205.74632976081926,40.0,AtoJ
83,veh1,0.0,462.6789776975953,198.4,53.0,BtoJ
84,veh0,0.0,463.08839347190747,205.74632976081926,41.0,AtoJ
84,veh1,0.0,462.6789776975953,198.4,54.0,BtoJ
85,veh0,0.0,463.08839347190747,205.74632976081926,42.0,AtoJ
85,veh1,0.0,462.6789776975953,198.4,55.0,BtoJ
86,veh0,0.0,463.08839347190747,205.74632976081926,43.0,AtoJ
86,veh1,0.0,462.6789776975953,198.4,56.0,BtoJ
87,veh0,0.0,463.08839347190747,205.74632976081926,44.0,AtoJ
87,veh1,0.0,462.6789776975953,198.4,57.0,BtoJ
88,veh0,0.0,463.08839347190747,205.74632976081926,45.0,AtoJ
88,veh1,0.0,462.6789776975953,198.4,58.0,BtoJ
89,veh0,0.0,463.08839347190747,205.74632976081926,46.0,AtoJ
89,veh1,0.0,462.6789776975953,198.4,59.0,BtoJ
90,veh0,0.0,463.08839347190747,205.74632976081926,47.0,AtoJ
90,veh1,0.0,462.6789776975953,198.4,60.0,BtoJ
91,veh0,0.0,463.08839347190747,205.74632976081926,48.0,AtoJ
91,veh1,0.0,462.6789776975953,198.4,61.0,BtoJ
92,veh0,0.0,463.08839347190747,205.74632976081926,49.0,AtoJ
92,veh1,0.0,462.6789776975953,198.4,62.0,BtoJ
93,veh0,0.0,463.08839347190747,205.74632976081926,50.0,AtoJ
93,veh1,0.0,462.6789776975953,198.4,63.0,BtoJ
94,veh0,0.0,463.08839347190747,205.74632976081926,51.0,AtoJ
94,veh1,0.0,462.6789776975953,198.4,64.0,BtoJ
95,veh0,0.0,463.08839347190747,205.74632976081926,52.0,AtoJ
95,veh1,0.0,462.6789776975953,198.4,65.0,BtoJ
96,veh0,0.0,463.08839347190747,205.74632976081926,53.0,AtoJ
96,veh1,0.0,462.6789776975953,198.4,66.0,BtoJ
97,veh0,0.0,463.08839347190747,205.74632976081926,54.0,AtoJ
97,veh1,0.0,462.6789776975953,198.4,67.0,BtoJ
98,veh0,0.0,463.08839347190747,205.74632976081926,55.0,AtoJ
98,veh1,0.0,462.6789776975953,198.4,68.0,BtoJ
99,veh0,0.0,463.08839347190747,205.74632976081926,56.0,AtoJ
99,veh1,0.0,462.6789776975953,198.4,69.0,BtoJ
100,veh0,0.0,463.08839347190747,205.74632976081926,57.0,AtoJ
100,veh1,0.0,462.6789776975953,198.4,70.0,BtoJ
101,veh0,0.0,463.08839347190747,205.74632976081926,58.0,AtoJ
101,veh1,0.0,462.6789776975953,198.4,71.0,BtoJ
102,veh0,0.0,463.08839347190747,205.74632976081926,59.0,AtoJ
102,veh1,0.0,462.6789776975953,198.4,72.0,BtoJ
103,veh0,0.0,463.08839347190747,205.74632976081926,60.0,AtoJ
103,veh1,0.0,462.6789776975953,198.4,73.0,BtoJ
104,veh0,0.0,463.08839347190747,205.74632976081926,61.0,AtoJ
104,veh1,0.0,462.6789776975953,198.4,74.0,BtoJ
105,veh0,0.0,463.08839347190747,205.74632976081926,62.0,AtoJ
105,veh1,0.0,462.6789776975953,198.4,75.0,BtoJ
106,veh0,0.0,463.08839347190747,205.74632976081926,63.0,AtoJ
106,veh1,0.0,462.6789776975953,198.4,76.0,BtoJ
107,veh0,0.0,463.08839347190747,205.74632976081926,64.0,AtoJ
107,veh1,0.0,462.6789776975953,198.4,77.0,BtoJ
108,veh0,0.0,463.08839347190747,205.74632976081926,65.0,AtoJ
108,veh1,0.0,462.6789776975953,198.4,78.0,BtoJ
109,veh0,0.0,463.08839347190747,205.74632976081926,66.0,AtoJ
109,veh1,0.0,462.6789776975953,198.4,79.0,BtoJ
110,veh0,0.0,463.08839347190747,205.74632976081926,67.0,AtoJ
110,veh1,0.0,462.6789776975953,198.4,80.0,BtoJ
111,veh0,0.0,463.08839347190747,205.74632976081926,68.0,AtoJ
111,veh1,0.0,462.6789776975953,198.4,81.0,BtoJ
112,veh0,0.0,463.08839347190747,205.74632976081926,69.0,AtoJ
112,veh1,0.0,462.6789776975953,198.4,82.0,BtoJ
113,veh0,0.0,463.08839347190747,205.74632976081926,70.0,AtoJ
113,veh1,0.0,462.6789776975953,198.4,83.0,BtoJ
114,veh0,0.0,463.08839347190747,205.74632976081926,71.0,AtoJ
114,veh1,0.0,462.6789776975953,198.4,84.0,BtoJ
115,veh0,0.0,463.08839347190747,205.74632976081926,72.0,AtoJ
115,veh1,0.0,462.6789776975953,198.4,85.0,BtoJ
116,veh0,0.0,463.08839347190747,205.74632976081926,73.0,AtoJ
116,veh1,0.0,462.6789776975953,198.4,86.0,BtoJ
117,veh0,0.0,463.08839347190747,205.74632976081926,74.0,AtoJ
117,veh1,0.0,462.6789776975953,198.4,87.0,BtoJ
118,veh0,0.0,463.08839347190747,205.74632976081926,75.0,AtoJ
118,veh1,0.0,462.6789776975953,198.4,88.0,BtoJ
119,veh0,0.0,463.08839347190747,205.74632976081926,76.0,AtoJ
119,veh1,0.0,462.6789776975953,198.4,89.0,BtoJ
120,veh0,0.0,463.08839347190747,205.74632976081926,77.0,AtoJ
120,veh1,0.0,462.6789776975953,198.4,90.0,BtoJ
121,veh0,0.0,463.08839347190747,205.74632976081926,78.0,AtoJ
121,veh1,0.0,462.6789776975953,198.4,91.0,BtoJ
122,veh0,0.0,463.08839347190747,205.74632976081926,79.0,AtoJ
122,veh1,0.0,462.6789776975953,198.4,92.0,BtoJ
123,veh0,0.0,463.08839347190747,205.74632976081926,80.0,AtoJ
123,veh1,0.0,462.6789776975953,198.4,93.0,BtoJ
124,veh0,0.0,463.08839347190747,205.74632976081926,81.0,AtoJ
124,veh1,0.0,462.6789776975953,198.4,94.0,BtoJ
125,veh0,0.0,463.08839347190747,205.74632976081926,82.0,AtoJ
125,veh1,0.0,462.6789776975953,198.4,95.0,BtoJ
126,veh0,0.0,463.08839347190747,205.74632976081926,83.0,AtoJ
126,veh1,0.0,462.6789776975953,198.4,96.0,BtoJ
127,veh0,0.0,463.08839347190747,205.74632976081926,84.0,AtoJ
127,veh1,0.0,462.6789776975953,198.4,97.0,BtoJ
128,veh0,0.0,463.08839347190747,205.74632976081926,85.0,AtoJ
128,veh1,0.0,462.6789776975953,198.4,98.0,BtoJ
129,veh0,0.0,463.08839347190747,205.74632976081926,86.0,AtoJ
129,veh1,0.0,462.6789776975953,198.4,99.0,BtoJ
130,veh0,0.0,463.08839347190747,205.74632976081926,87.0,AtoJ
130,veh1,0.0,462.6789776975953,198.4,100.0,BtoJ
